Fútbol ¡Sonríe el fútbol! Médicos confirman que la salud de Pelé está mejorando Médicos que atienden al exjugador brasileño en Sao Paulo afirman que su condición de salud está mejorando. ,deportes,https://www.noticiasrcn.com/deportes/salud-de-pele-esta-mejorando-435134
"Especial: videojuegos en Colombia El celular, la consola de la pandemia Ante las limitaciones de las cuarentenas, los usuarios encontraron en los videojuegos una nueva forma de entretenimiento a través del móvil. ",tecnologia,https://www.noticiasrcn.com/tecnologia/el-celular-la-consola-de-la-pandemia-423916
"TodoGamers FIFA 22 vs eFootball: comparativa gráfica y animaciones Ambos juegos de fútbol llegaron recientemente, aunque las diferencias saltan a la vista. ",tecnologia,https://www.noticiasrcn.com/tecnologia/fifa-22-vs-efootball-comparativa-grafica-y-animaciones-389528
"Unidad Nacional de Protección Director de la UNP denunció presunto caso de corrupción dentro de la entidad Según Augusto Rodríguez, algunos vehículos no cuentan con las condiciones necesarias para proteger a personas de alto nivel. ",colombia,https://www.noticiasrcn.com/colombia/presunto-caso-de-corrupcion-dentro-de-la-unp-434977
"Coronavirus en el mundo Más de 300 millones de casos de coronavirus son superados en el mundo Según un cálculo, al menos 300.042.439 casos de infección han sido diagnosticados desde que la oficina de la OMS registró la aparición de la enfermedad. ",salud,https://www.noticiasrcn.com/salud/mas-de-300-millones-de-casos-de-coronavirus-son-superados-en-el-mundo-401043
Selección Colombia El ‘Pibe’ Valderrama fue con todo y pidió premios para jugadoras de la Selección Colombia El histórico de la Selección Colombia aseguró que no se trata de jugadoras “amateur” y sí les deben dar premios. Vea sus palabras. ,deportes,https://www.noticiasrcn.com/deportes/pibe-valderrama-pidio-premios-a-jugadoras-de-colombia-432554
TodoGamers Elden Ring cumple y muestra un extenso gameplay Uno de los juegos más esperados de 2022 reveló imágenes de lo que encontrarán los jugadores. ,tecnologia,https://www.noticiasrcn.com/tecnologia/elden-ring-cumple-y-muestra-un-extenso-gameplay-393140
Emprendimiento Convocatoria para que emprendedores puedan unirse con inversionistas de Medio Oriente La aceleradora Upview Ventures ofrece cuatro programas de formación para las pequeñas y medianas empresas. ,economia,https://www.noticiasrcn.com/economia/convocan-para-unirse-a-inversionistas-de-medio-oriente-428461
"Rusia La monumental caída de la bolsa de Moscú tras la invasión a Ucrania El índice Moex se desplomó un 33% luego de la invasión rusa a Ucrania, con lo que casi 190.000 millones de dólares se evaporaron en un solo día. ",economia,https://www.noticiasrcn.com/economia/impresionante-caida-de-la-bolsa-de-moscu-tras-la-invasion-a-ucrania-409070
"Empresas ¿Qué se evaluará para permitir la unión entre Avianca y Viva Air? Noticias RCN habló con Jair Orlando Fajardo, director de la Aeronáutica Civil sobre lo que será este proceso. ",economia,https://www.noticiasrcn.com/economia/como-sera-la-union-entre-avianca-y-viva-air-417585
